merchant_a,merchant_b,edge_weight
351,93,0.15
348,93,0.15
344,93,0.15
331,93,0.15
329,93,0.15
318,93,0.15
317,93,0.15
315,93,0.15
309,93,0.15
281,93,0.15
278,93,0.15
276,93,0.15
275,93,0.15
169,93,0.15
159,93,0.15
120,93,0.15
75,93,0.15
38,93,0.15
29,93,0.15
22,93,0.15
492,94,0.15
489,94,0.15
474,94,0.15
420,94,0.15
405,94,0.15
399,94,0.15
394,94,0.15
369,94,0.15
368,94,0.15
342,94,0.15
323,94,0.15
262,94,0.15
256,94,0.15
224,94,0.15
210,94,0.15
184,94,0.15
180,94,0.15
178,94,0.15
45,94,0.15
41,94,0.15
18,94,0.15
477,95,0.15
416,95,0.15
415,95,0.15
393,95,0.15
370,95,0.15
363,95,0.15
333,95,0.15
310,95,0.15
292,95,0.15
283,95,0.15
270,95,0.15
267,95,0.15
265,95,0.15
246,95,0.15
228,95,0.15
222,95,0.15
142,95,0.15
138,95,0.15
133,95,0.15
124,95,0.15
107,95,0.15
104,95,0.15
100,95,0.15
78,95,0.15
73,95,0.15
56,95,0.15
36,95,0.15
34,95,0.15
478,96,0.15
467,96,0.15
459,96,0.15
452,96,0.15
444,96,0.15
435,96,0.15
396,96,0.15
386,96,0.15
372,96,0.15
356,96,0.15
332,96,0.15
302,96,0.15
298,96,0.15
247,96,0.15
186,96,0.15
150,96,0.15
149,96,0.15
144,96,0.15
66,96,0.15
48,96,0.15
4,96,0.15
491,97,0.15
490,97,0.15
484,97,0.15
483,97,0.15
480,97,0.15
443,97,0.15
404,97,0.15
390,97,0.15
382,97,0.15
355,97,0.15
341,97,0.15
334,97,0.15
316,97,0.15
284,97,0.15
233,97,0.15
230,97,0.15
157,97,0.15
137,97,0.15
136,97,0.15
132,97,0.15
128,97,0.15
122,97,0.15
114,97,0.15
13,97,0.15
462,98,0.15
455,98,0.15
424,98,0.15
422,98,0.15
401,98,0.15
398,98,0.15
384,98,0.15
365,98,0.15
314,98,0.15
295,98,0.15
255,98,0.15
250,98,0.15
214,98,0.15
207,98,0.15
193,98,0.15
177,98,0.15
156,98,0.15
111,98,0.15
39,98,0.15
27,98,0.15
26,98,0.15
14,98,0.15
3,98,0.15
437,99,0.15
366,99,0.15
294,99,0.15
291,99,0.15
263,99,0.15
257,99,0.15
242,99,0.15
234,99,0.15
192,99,0.15
163,99,0.15
145,99,0.15
129,99,0.15
103,99,0.15
83,99,0.15
65,99,0.15
52,99,0.15
43,99,0.15
42,99,0.15
477,100,0.15
416,100,0.15
415,100,0.15
393,100,0.15
370,100,0.15
363,100,0.15
333,100,0.15
310,100,0.15
292,100,0.15
283,100,0.15
265,100,0.15
246,100,0.15
228,100,0.15
222,100,0.15
162,100,0.15
142,100,0.15
138,100,0.15
133,100,0.15
124,100,0.15
95,100,0.15
78,100,0.15
73,100,0.15
56,100,0.15
36,100,0.15
34,100,0.15
6,100,0.15
471,101,0.15
439,101,0.15
429,101,0.15
412,101,0.15
374,101,0.15
364,101,0.15
325,101,0.15
299,101,0.15
287,101,0.15
258,101,0.15
249,101,0.15
189,101,0.15
187,101,0.15
181,101,0.15
146,101,0.15
141,101,0.15
140,101,0.15
135,101,0.15
127,101,0.15
117,101,0.15
113,101,0.15
110,101,0.15
79,101,0.15
74,101,0.15
62,101,0.15
37,101,0.15
23,101,0.15
487,102,0.15
472,102,0.15
470,102,0.15
461,102,0.15
449,102,0.15
447,102,0.15
388,102,0.15
378,102,0.15
321,102,0.15
311,102,0.15
301,102,0.15
279,102,0.15
277,102,0.15
260,102,0.15
209,102,0.15
174,102,0.15
160,102,0.15
154,102,0.15
119,102,0.15
112,102,0.15
77,102,0.15
69,102,0.15
16,102,0.15
496,103,0.15
437,103,0.15
366,103,0.15
326,103,0.15
294,103,0.15
291,103,0.15
263,103,0.15
257,103,0.15
234,103,0.15
205,103,0.15
204,103,0.15
203,103,0.15
202,103,0.15
201,103,0.15
200,103,0.15
192,103,0.15
163,103,0.15
145,103,0.15
99,103,0.15
83,103,0.15
65,103,0.15
63,103,0.15
60,103,0.15
52,103,0.15
43,103,0.15
42,103,0.15
11,103,0.15
477,104,0.15
416,104,0.15
415,104,0.15
393,104,0.15
370,104,0.15
363,104,0.15
333,104,0.15
310,104,0.15
292,104,0.15
283,104,0.15
265,104,0.15
246,104,0.15
228,104,0.15
222,104,0.15
162,104,0.15
142,104,0.15
138,104,0.15
133,104,0.15
124,104,0.15
95,104,0.15
78,104,0.15
73,104,0.15
56,104,0.15
36,104,0.15
34,104,0.15
6,104,0.15
473,105,0.15
465,105,0.15
446,105,0.15
433,105,0.15
432,105,0.15
428,105,0.15
354,105,0.15
330,105,0.15
322,105,0.15
244,105,0.15
182,105,0.15
153,105,0.15
109,105,0.15
91,105,0.15
88,105,0.15
85,105,0.15
76,105,0.15
51,105,0.15
50,105,0.15
47,105,0.15
31,105,0.15
487,106,0.15
472,106,0.15
470,106,0.15
461,106,0.15
449,106,0.15
447,106,0.15
388,106,0.15
378,106,0.15
321,106,0.15
311,106,0.15
301,106,0.15
279,106,0.15
277,106,0.15
260,106,0.15
209,106,0.15
174,106,0.15
160,106,0.15
154,106,0.15
119,106,0.15
112,106,0.15
77,106,0.15
69,106,0.15
16,106,0.15
477,107,0.15
416,107,0.15
415,107,0.15
393,107,0.15
370,107,0.15
363,107,0.15
333,107,0.15
310,107,0.15
292,107,0.15
283,107,0.15
265,107,0.15
246,107,0.15
228,107,0.15
222,107,0.15
162,107,0.15
142,107,0.15
138,107,0.15
133,107,0.15
124,107,0.15
95,107,0.15
78,107,0.15
73,107,0.15
56,107,0.15
36,107,0.15
34,107,0.15
6,107,0.15
466,108,0.15
442,108,0.15
436,108,0.15
423,108,0.15
410,108,0.15
361,108,0.15
347,108,0.15
343,108,0.15
336,108,0.15
297,108,0.15
269,108,0.15
261,108,0.15
176,108,0.15
173,108,0.15
123,108,0.15
116,108,0.15
80,108,0.15
54,108,0.15
49,108,0.15
32,108,0.15
473,109,0.15
465,109,0.15
463,109,0.15
433,109,0.15
432,109,0.15
428,109,0.15
354,109,0.15
345,109,0.15
330,109,0.15
322,109,0.15
273,109,0.15
244,109,0.15
182,109,0.15
153,109,0.15
105,109,0.15
91,109,0.15
88,109,0.15
85,109,0.15
51,109,0.15
50,109,0.15
47,109,0.15
31,109,0.15
10,109,0.15
471,110,0.15
439,110,0.15
429,110,0.15
412,110,0.15
374,110,0.15
364,110,0.15
299,110,0.15
287,110,0.15
258,110,0.15
249,110,0.15
189,110,0.15
187,110,0.15
181,110,0.15
146,110,0.15
141,110,0.15
140,110,0.15
135,110,0.15
127,110,0.15
117,110,0.15
101,110,0.15
87,110,0.15
79,110,0.15
74,110,0.15
62,110,0.15
37,110,0.15
462,111,0.15
455,111,0.15
424,111,0.15
422,111,0.15
398,111,0.15
384,111,0.15
365,111,0.15
314,111,0.15
255,111,0.15
250,111,0.15
248,111,0.15
214,111,0.15
207,111,0.15
193,111,0.15
177,111,0.15
170,111,0.15
156,111,0.15
152,111,0.15
98,111,0.15
39,111,0.15
27,111,0.15
14,111,0.15
3,111,0.15
472,112,0.15
470,112,0.15
449,112,0.15
406,112,0.15
388,112,0.15
378,112,0.15
321,112,0.15
311,112,0.15
301,112,0.15
279,112,0.15
277,112,0.15
260,112,0.15
209,112,0.15
174,112,0.15
160,112,0.15
154,112,0.15
119,112,0.15
106,112,0.15
102,112,0.15
77,112,0.15
69,112,0.15
16,112,0.15
471,113,0.15
439,113,0.15
429,113,0.15
412,113,0.15
374,113,0.15
364,113,0.15
299,113,0.15
287,113,0.15
258,113,0.15
249,113,0.15
189,113,0.15
187,113,0.15
181,113,0.15
146,113,0.15
141,113,0.15
140,113,0.15
135,113,0.15
127,113,0.15
117,113,0.15
101,113,0.15
87,113,0.15
79,113,0.15
74,113,0.15
62,113,0.15
37,113,0.15
491,114,0.15
490,114,0.15
484,114,0.15
483,114,0.15
480,114,0.15
443,114,0.15
404,114,0.15
382,114,0.15
358,114,0.15
355,114,0.15
341,114,0.15
334,114,0.15
316,114,0.15
284,114,0.15
233,114,0.15
230,114,0.15
185,114,0.15
157,114,0.15
137,114,0.15
136,114,0.15
132,114,0.15
122,114,0.15
97,114,0.15
13,114,0.15
450,115,0.15
440,115,0.15
438,115,0.15
421,115,0.15
380,115,0.15
346,115,0.15
335,115,0.15
303,115,0.15
264,115,0.15
252,115,0.15
251,115,0.15
243,115,0.15
223,115,0.15
221,115,0.15
179,115,0.15
175,115,0.15
125,115,0.15
40,115,0.15
12,115,0.15
466,116,0.15
442,116,0.15
436,116,0.15
423,116,0.15
410,116,0.15
361,116,0.15
352,116,0.15
347,116,0.15
343,116,0.15
336,116,0.15
297,116,0.15
296,116,0.15
269,116,0.15
261,116,0.15
220,116,0.15
176,116,0.15
173,116,0.15
123,116,0.15
108,116,0.15
80,116,0.15
54,116,0.15
49,116,0.15
32,116,0.15
471,117,0.15
439,117,0.15
429,117,0.15
412,117,0.15
374,117,0.15
364,117,0.15
325,117,0.15
299,117,0.15
287,117,0.15
258,117,0.15
189,117,0.15
187,117,0.15
146,117,0.15
141,117,0.15
140,117,0.15
135,117,0.15
127,117,0.15
113,117,0.15
110,117,0.15
101,117,0.15
87,117,0.15
79,117,0.15
74,117,0.15
62,117,0.15
37,117,0.15
23,117,0.15
434,118,0.15
387,118,0.15
381,118,0.15
373,118,0.15
339,118,0.15
304,118,0.15
241,118,0.15
217,118,0.15
213,118,0.15
196,118,0.15
183,118,0.15
139,118,0.15
92,118,0.15
89,118,0.15
70,118,0.15
67,118,0.15
64,118,0.15
59,118,0.15
44,118,0.15
19,118,0.15
5,118,0.15
487,119,0.15
472,119,0.15
470,119,0.15
461,119,0.15
447,119,0.15
406,119,0.15
388,119,0.15
321,119,0.15
311,119,0.15
301,119,0.15
279,119,0.15
277,119,0.15
260,119,0.15
209,119,0.15
174,119,0.15
160,119,0.15
154,119,0.15
112,119,0.15
106,119,0.15
102,119,0.15
77,119,0.15
69,119,0.15
16,119,0.15
500,120,0.15
427,120,0.15
426,120,0.15
425,120,0.15
397,120,0.15
367,120,0.15
360,120,0.15
351,120,0.15
348,120,0.15
344,120,0.15
331,120,0.15
329,120,0.15
318,120,0.15
317,120,0.15
309,120,0.15
281,120,0.15
278,120,0.15
276,120,0.15
275,120,0.15
190,120,0.15
169,120,0.15
159,120,0.15
93,120,0.15
75,120,0.15
71,120,0.15
38,120,0.15
29,120,0.15
22,120,0.15
485,121,0.15
475,121,0.15
453,121,0.15
451,121,0.15
349,121,0.15
290,121,0.15
259,121,0.15
240,121,0.15
229,121,0.15
227,121,0.15
216,121,0.15
198,121,0.15
195,121,0.15
143,121,0.15
72,121,0.15
491,122,0.15
490,122,0.15
484,122,0.15
483,122,0.15
443,122,0.15
404,122,0.15
390,122,0.15
382,122,0.15
358,122,0.15
355,122,0.15
341,122,0.15
334,122,0.15
316,122,0.15
284,122,0.15
233,122,0.15
230,122,0.15
185,122,0.15
137,122,0.15
136,122,0.15
132,122,0.15
128,122,0.15
114,122,0.15
97,122,0.15
466,123,0.15
442,123,0.15
436,123,0.15
423,123,0.15
410,123,0.15
361,123,0.15
352,123,0.15
347,123,0.15
336,123,0.15
297,123,0.15
296,123,0.15
269,123,0.15
261,123,0.15
220,123,0.15
173,123,0.15
116,123,0.15
108,123,0.15
80,123,0.15
54,123,0.15
49,123,0.15
32,123,0.15
477,124,0.15
416,124,0.15
415,124,0.15
393,124,0.15
370,124,0.15
333,124,0.15
283,124,0.15
270,124,0.15
267,124,0.15
265,124,0.15
246,124,0.15
228,124,0.15
222,124,0.15
162,124,0.15
142,124,0.15
138,124,0.15
107,124,0.15
104,124,0.15
100,124,0.15
95,124,0.15
78,124,0.15
73,124,0.15
56,124,0.15
36,124,0.15
34,124,0.15
6,124,0.15
450,125,0.15
440,125,0.15
438,125,0.15
380,125,0.15
357,125,0.15
335,125,0.15
303,125,0.15
264,125,0.15
252,125,0.15
243,125,0.15
223,125,0.15
221,125,0.15
188,125,0.15
179,125,0.15
175,125,0.15
115,125,0.15
40,125,0.15
12,125,0.15
494,126,0.15
448,126,0.15
403,126,0.15
400,126,0.15
377,126,0.15
371,126,0.15
353,126,0.15
327,126,0.15
319,126,0.15
286,126,0.15
266,126,0.15
219,126,0.15
171,126,0.15
167,126,0.15
161,126,0.15
151,126,0.15
33,126,0.15
7,126,0.15
471,127,0.15
429,127,0.15
374,127,0.15
364,127,0.15
325,127,0.15
299,127,0.15
287,127,0.15
258,127,0.15
249,127,0.15
189,127,0.15
187,127,0.15
181,127,0.15
146,127,0.15
141,127,0.15
140,127,0.15
135,127,0.15
117,127,0.15
113,127,0.15
110,127,0.15
101,127,0.15
87,127,0.15
79,127,0.15
74,127,0.15
62,127,0.15
37,127,0.15
23,127,0.15
491,128,0.15
490,128,0.15
484,128,0.15
483,128,0.15
480,128,0.15
443,128,0.15
404,128,0.15
382,128,0.15
358,128,0.15
355,128,0.15
341,128,0.15
334,128,0.15
316,128,0.15
284,128,0.15
233,128,0.15
230,128,0.15
185,128,0.15
157,128,0.15
137,128,0.15
136,128,0.15
132,128,0.15
122,128,0.15
97,128,0.15
13,128,0.15
496,129,0.15
437,129,0.15
366,129,0.15
326,129,0.15
294,129,0.15
291,129,0.15
263,129,0.15
257,129,0.15
234,129,0.15
205,129,0.15
204,129,0.15
203,129,0.15
202,129,0.15
201,129,0.15
200,129,0.15
192,129,0.15
163,129,0.15
145,129,0.15
99,129,0.15
83,129,0.15
65,129,0.15
63,129,0.15
60,129,0.15
52,129,0.15
43,129,0.15
42,129,0.15
11,129,0.15
499,130,0.15
482,130,0.15
464,130,0.15
431,130,0.15
430,130,0.15
337,130,0.15
300,130,0.15
285,130,0.15
155,130,0.15
134,130,0.15
90,130,0.15
86,130,0.15
82,130,0.15
81,130,0.15
55,130,0.15
21,130,0.15
481,131,0.15
469,131,0.15
468,131,0.15
383,131,0.15
379,131,0.15
359,131,0.15
350,131,0.15
328,131,0.15
272,131,0.15
268,131,0.15
236,131,0.15
231,131,0.15
226,131,0.15
211,131,0.15
208,131,0.15
194,131,0.15
191,131,0.15
172,131,0.15
58,131,0.15
15,131,0.15
491,132,0.15
490,132,0.15
484,132,0.15
483,132,0.15
480,132,0.15
443,132,0.15
404,132,0.15
390,132,0.15
382,132,0.15
358,132,0.15
355,132,0.15
341,132,0.15
334,132,0.15
316,132,0.15
284,132,0.15
233,132,0.15
230,132,0.15
185,132,0.15
157,132,0.15
137,132,0.15
128,132,0.15
122,132,0.15
114,132,0.15
97,132,0.15
13,132,0.15
477,133,0.15
416,133,0.15
415,133,0.15
393,133,0.15
370,133,0.15
333,133,0.15
283,133,0.15
270,133,0.15
267,133,0.15
265,133,0.15
246,133,0.15
228,133,0.15
222,133,0.15
162,133,0.15
142,133,0.15
138,133,0.15
107,133,0.15
104,133,0.15
100,133,0.15
95,133,0.15
78,133,0.15
73,133,0.15
56,133,0.15
36,133,0.15
34,133,0.15
6,133,0.15
499,134,0.15
482,134,0.15
464,134,0.15
431,134,0.15
430,134,0.15
337,134,0.15
300,134,0.15
285,134,0.15
155,134,0.15
130,134,0.15
90,134,0.15
86,134,0.15
82,134,0.15
81,134,0.15
55,134,0.15
21,134,0.15
471,135,0.15
439,135,0.15
412,135,0.15
374,135,0.15
364,135,0.15
325,135,0.15
299,135,0.15
287,135,0.15
258,135,0.15
249,135,0.15
189,135,0.15
181,135,0.15
141,135,0.15
140,135,0.15
127,135,0.15
117,135,0.15
113,135,0.15
110,135,0.15
101,135,0.15
87,135,0.15
79,135,0.15
74,135,0.15
62,135,0.15
37,135,0.15
23,135,0.15
491,136,0.15
490,136,0.15
484,136,0.15
483,136,0.15
480,136,0.15
443,136,0.15
404,136,0.15
390,136,0.15
382,136,0.15
358,136,0.15
355,136,0.15
341,136,0.15
334,136,0.15
316,136,0.15
284,136,0.15
233,136,0.15
230,136,0.15
185,136,0.15
157,136,0.15
137,136,0.15
128,136,0.15
122,136,0.15
114,136,0.15
97,136,0.15
13,136,0.15
491,137,0.15
490,137,0.15
484,137,0.15
483,137,0.15
480,137,0.15
443,137,0.15
404,137,0.15
390,137,0.15
382,137,0.15
358,137,0.15
341,137,0.15
334,137,0.15
316,137,0.15
284,137,0.15
233,137,0.15
230,137,0.15
185,137,0.15
157,137,0.15
136,137,0.15
132,137,0.15
128,137,0.15
122,137,0.15
114,137,0.15
97,137,0.15
13,137,0.15
477,138,0.15
416,138,0.15
415,138,0.15
370,138,0.15
363,138,0.15
333,138,0.15
310,138,0.15
292,138,0.15
283,138,0.15
270,138,0.15
267,138,0.15
246,138,0.15
228,138,0.15
222,138,0.15
162,138,0.15
142,138,0.15
133,138,0.15
124,138,0.15
107,138,0.15
104,138,0.15
100,138,0.15
95,138,0.15
78,138,0.15
73,138,0.15
36,138,0.15
6,138,0.15
387,139,0.15
381,139,0.15
373,139,0.15
339,139,0.15
304,139,0.15
218,139,0.15
213,139,0.15
196,139,0.15
183,139,0.15
118,139,0.15
92,139,0.15
89,139,0.15
70,139,0.15
67,139,0.15
64,139,0.15
44,139,0.15
5,139,0.15
471,140,0.15
439,140,0.15
429,140,0.15
412,140,0.15
374,140,0.15
325,140,0.15
299,140,0.15
258,140,0.15
249,140,0.15
189,140,0.15
187,140,0.15
181,140,0.15
146,140,0.15
135,140,0.15
127,140,0.15
117,140,0.15
113,140,0.15
110,140,0.15
101,140,0.15
87,140,0.15
79,140,0.15
74,140,0.15
62,140,0.15
37,140,0.15
23,140,0.15
471,141,0.15
439,141,0.15
429,141,0.15
412,141,0.15
374,141,0.15
325,141,0.15
299,141,0.15
258,141,0.15
249,141,0.15
189,141,0.15
187,141,0.15
181,141,0.15
146,141,0.15
135,141,0.15
127,141,0.15
117,141,0.15
113,141,0.15
110,141,0.15
101,141,0.15
87,141,0.15
79,141,0.15
74,141,0.15
62,141,0.15
37,141,0.15
23,141,0.15
477,142,0.15
416,142,0.15
415,142,0.15
393,142,0.15
370,142,0.15
363,142,0.15
333,142,0.15
310,142,0.15
292,142,0.15
283,142,0.15
270,142,0.15
267,142,0.15
265,142,0.15
246,142,0.15
228,142,0.15
222,142,0.15
162,142,0.15
138,142,0.15
133,142,0.15
124,142,0.15
107,142,0.15
104,142,0.15
100,142,0.15
95,142,0.15
78,142,0.15
73,142,0.15
56,142,0.15
36,142,0.15
34,142,0.15
6,142,0.15
493,143,0.15
485,143,0.15
475,143,0.15
453,143,0.15
451,143,0.15
349,143,0.15
307,143,0.15
290,143,0.15
259,143,0.15
229,143,0.15
227,143,0.15
216,143,0.15
198,143,0.15
195,143,0.15
165,143,0.15
148,143,0.15
121,143,0.15
72,143,0.15
478,144,0.15
467,144,0.15
459,144,0.15
452,144,0.15
444,144,0.15
435,144,0.15
418,144,0.15
396,144,0.15
386,144,0.15
372,144,0.15
356,144,0.15
247,144,0.15
150,144,0.15
149,144,0.15
96,144,0.15
66,144,0.15
48,144,0.15
35,144,0.15
496,145,0.15
437,145,0.15
366,145,0.15
326,145,0.15
294,145,0.15
291,145,0.15
257,145,0.15
242,145,0.15
234,145,0.15
205,145,0.15
204,145,0.15
203,145,0.15
202,145,0.15
201,145,0.15
200,145,0.15
192,145,0.15
163,145,0.15
129,145,0.15
103,145,0.15
99,145,0.15
83,145,0.15
65,145,0.15
63,145,0.15
60,145,0.15
52,145,0.15
43,145,0.15
42,145,0.15
11,145,0.15
471,146,0.15
439,146,0.15
412,146,0.15
374,146,0.15
364,146,0.15
325,146,0.15
299,146,0.15
287,146,0.15
258,146,0.15
249,146,0.15
189,146,0.15
181,146,0.15
141,146,0.15
140,146,0.15
127,146,0.15
117,146,0.15
113,146,0.15
110,146,0.15
101,146,0.15
87,146,0.15
79,146,0.15
74,146,0.15
62,146,0.15
37,146,0.15
23,146,0.15
494,147,0.15
448,147,0.15
403,147,0.15
400,147,0.15
377,147,0.15
371,147,0.15
353,147,0.15
327,147,0.15
319,147,0.15
286,147,0.15
266,147,0.15
219,147,0.15
171,147,0.15
167,147,0.15
161,147,0.15
151,147,0.15
33,147,0.15
7,147,0.15
485,148,0.15
475,148,0.15
453,148,0.15
451,148,0.15
349,148,0.15
290,148,0.15
259,148,0.15
240,148,0.15
229,148,0.15
227,148,0.15
216,148,0.15
198,148,0.15
195,148,0.15
143,148,0.15
72,148,0.15
467,149,0.15
459,149,0.15
444,149,0.15
435,149,0.15
418,149,0.15
396,149,0.15
372,149,0.15
356,149,0.15
332,149,0.15
302,149,0.15
298,149,0.15
247,149,0.15
186,149,0.15
150,149,0.15
144,149,0.15
96,149,0.15
66,149,0.15
48,149,0.15
35,149,0.15
4,149,0.15
478,150,0.15
467,150,0.15
459,150,0.15
452,150,0.15
444,150,0.15
418,150,0.15
396,150,0.15
386,150,0.15
372,150,0.15
332,150,0.15
302,150,0.15
298,150,0.15
247,150,0.15
186,150,0.15
149,150,0.15
144,150,0.15
96,150,0.15
66,150,0.15
48,150,0.15
35,150,0.15
4,150,0.15
494,151,0.15
448,151,0.15
403,151,0.15
400,151,0.15
377,151,0.15
371,151,0.15
353,151,0.15
327,151,0.15
324,151,0.15
319,151,0.15
313,151,0.15
286,151,0.15
266,151,0.15
235,151,0.15
219,151,0.15
171,151,0.15
167,151,0.15
161,151,0.15
147,151,0.15
126,151,0.15
33,151,0.15
7,151,0.15
462,152,0.15
455,152,0.15
424,152,0.15
422,152,0.15
401,152,0.15
398,152,0.15
384,152,0.15
365,152,0.15
314,152,0.15
295,152,0.15
255,152,0.15
250,152,0.15
214,152,0.15
207,152,0.15
193,152,0.15
177,152,0.15
156,152,0.15
111,152,0.15
39,152,0.15
27,152,0.15
26,152,0.15
14,152,0.15
3,152,0.15
473,153,0.15
465,153,0.15
463,153,0.15
446,153,0.15
433,153,0.15
354,153,0.15
345,153,0.15
330,153,0.15
322,153,0.15
273,153,0.15
244,153,0.15
182,153,0.15
109,153,0.15
105,153,0.15
88,153,0.15
85,153,0.15
76,153,0.15
51,153,0.15
47,153,0.15
31,153,0.15
10,153,0.15
487,154,0.15
461,154,0.15
449,154,0.15
447,154,0.15
406,154,0.15
388,154,0.15
378,154,0.15
321,154,0.15
279,154,0.15
277,154,0.15
260,154,0.15
209,154,0.15
174,154,0.15
160,154,0.15
119,154,0.15
112,154,0.15
106,154,0.15
102,154,0.15
77,154,0.15
69,154,0.15
16,154,0.15
499,155,0.15
482,155,0.15
464,155,0.15
431,155,0.15
430,155,0.15
300,155,0.15
285,155,0.15
134,155,0.15
130,155,0.15
90,155,0.15
86,155,0.15
82,155,0.15
81,155,0.15
55,155,0.15
21,155,0.15
462,156,0.15
455,156,0.15
424,156,0.15
401,156,0.15
398,156,0.15
384,156,0.15
365,156,0.15
314,156,0.15
295,156,0.15
255,156,0.15
250,156,0.15
248,156,0.15
214,156,0.15
193,156,0.15
170,156,0.15
152,156,0.15
111,156,0.15
98,156,0.15
39,156,0.15
27,156,0.15
26,156,0.15
491,157,0.15
490,157,0.15
484,157,0.15
483,157,0.15
443,157,0.15
404,157,0.15
390,157,0.15
382,157,0.15
358,157,0.15
355,157,0.15
341,157,0.15
334,157,0.15
316,157,0.15
284,157,0.15
233,157,0.15
230,157,0.15
185,157,0.15
137,157,0.15
136,157,0.15
132,157,0.15
128,157,0.15
114,157,0.15
97,157,0.15
497,158,0.15
495,158,0.15
414,158,0.15
411,158,0.15
409,158,0.15
407,158,0.15
375,158,0.15
338,158,0.15
312,158,0.15
305,158,0.15
293,158,0.15
282,158,0.15
245,158,0.15
232,158,0.15
215,158,0.15
206,158,0.15
68,158,0.15
46,158,0.15
28,158,0.15
25,158,0.15
500,159,0.15
427,159,0.15
425,159,0.15
397,159,0.15
367,159,0.15
360,159,0.15
351,159,0.15
348,159,0.15
344,159,0.15
331,159,0.15
329,159,0.15
318,159,0.15
317,159,0.15
315,159,0.15
309,159,0.15
281,159,0.15
278,159,0.15
276,159,0.15
275,159,0.15
190,159,0.15
169,159,0.15
120,159,0.15
93,159,0.15
75,159,0.15
71,159,0.15
29,159,0.15
22,159,0.15
487,160,0.15
472,160,0.15
470,160,0.15
461,160,0.15
449,160,0.15
447,160,0.15
406,160,0.15
378,160,0.15
311,160,0.15
301,160,0.15
279,160,0.15
277,160,0.15
260,160,0.15
209,160,0.15
174,160,0.15
154,160,0.15
119,160,0.15
112,160,0.15
106,160,0.15
102,160,0.15
77,160,0.15
69,160,0.15
494,161,0.15
448,161,0.15
403,161,0.15
400,161,0.15
377,161,0.15
371,161,0.15
353,161,0.15
324,161,0.15
319,161,0.15
313,161,0.15
286,161,0.15
235,161,0.15
219,161,0.15
171,161,0.15
167,161,0.15
151,161,0.15
147,161,0.15
126,161,0.15
33,161,0.15
7,161,0.15
477,162,0.15
416,162,0.15
415,162,0.15
393,162,0.15
370,162,0.15
363,162,0.15
333,162,0.15
310,162,0.15
292,162,0.15
283,162,0.15
270,162,0.15
267,162,0.15
265,162,0.15
246,162,0.15
228,162,0.15
222,162,0.15
142,162,0.15
138,162,0.15
133,162,0.15
124,162,0.15
107,162,0.15
104,162,0.15
100,162,0.15
78,162,0.15
73,162,0.15
56,162,0.15
36,162,0.15
34,162,0.15
496,163,0.15
366,163,0.15
326,163,0.15
294,163,0.15
291,163,0.15
263,163,0.15
257,163,0.15
242,163,0.15
234,163,0.15
205,163,0.15
204,163,0.15
203,163,0.15
202,163,0.15
201,163,0.15
200,163,0.15
192,163,0.15
145,163,0.15
129,163,0.15
103,163,0.15
99,163,0.15
83,163,0.15
65,163,0.15
63,163,0.15
60,163,0.15
52,163,0.15
43,163,0.15
11,163,0.15
498,164,0.15
488,164,0.15
479,164,0.15
458,164,0.15
454,164,0.15
445,164,0.15
402,164,0.15
395,164,0.15
389,164,0.15
385,164,0.15
320,164,0.15
254,164,0.15
238,164,0.15
237,164,0.15
212,164,0.15
197,164,0.15
84,164,0.15
61,164,0.15
57,164,0.15
53,164,0.15
24,164,0.15
9,164,0.15
485,165,0.15
475,165,0.15
453,165,0.15
451,165,0.15
349,165,0.15
290,165,0.15
259,165,0.15
240,165,0.15
229,165,0.15
227,165,0.15
216,165,0.15
198,165,0.15
195,165,0.15
143,165,0.15
72,165,0.15
492,166,0.15
489,166,0.15
474,166,0.15
420,166,0.15
405,166,0.15
399,166,0.15
394,166,0.15
369,166,0.15
368,166,0.15
342,166,0.15
323,166,0.15
262,166,0.15
256,166,0.15
224,166,0.15
210,166,0.15
184,166,0.15
180,166,0.15
178,166,0.15
45,166,0.15
41,166,0.15
18,166,0.15
448,167,0.15
403,167,0.15
377,167,0.15
371,167,0.15
353,167,0.15
327,167,0.15
324,167,0.15
319,167,0.15
313,167,0.15
286,167,0.15
266,167,0.15
235,167,0.15
171,167,0.15
161,167,0.15
151,167,0.15
147,167,0.15
126,167,0.15
33,167,0.15
7,167,0.15
486,168,0.15
460,168,0.15
457,168,0.15
456,168,0.15
417,168,0.15
413,168,0.15
408,168,0.15
392,168,0.15
340,168,0.15
308,168,0.15
306,168,0.15
289,168,0.15
280,168,0.15
274,168,0.15
271,168,0.15
253,168,0.15
239,168,0.15
225,168,0.15
30,168,0.15
8,168,0.15
2,168,0.15
1,168,0.15
500,169,0.15
427,169,0.15
426,169,0.15
425,169,0.15
397,169,0.15
360,169,0.15
351,169,0.15
348,169,0.15
344,169,0.15
331,169,0.15
329,169,0.15
318,169,0.15
317,169,0.15
315,169,0.15
309,169,0.15
278,169,0.15
276,169,0.15
275,169,0.15
190,169,0.15
159,169,0.15
120,169,0.15
93,169,0.15
75,169,0.15
71,169,0.15
38,169,0.15
29,169,0.15
22,169,0.15
462,170,0.15
455,170,0.15
424,170,0.15
422,170,0.15
401,170,0.15
398,170,0.15
384,170,0.15
365,170,0.15
314,170,0.15
295,170,0.15
255,170,0.15
250,170,0.15
214,170,0.15
